value,description,value_rcl,description_rcl
0,,4,Water & outside NL
1,Lower Netherlands,1,Lower Netherlands
2,Higher Netherlands,2,Higher Netherlands
7,Northwest Overijssel,1,Lower Netherlands
128,No Data,3,Not classified
