value,description,value_rcl,description_rcl
0,"vlak, antropogeen",5,"Flat, anthropogenic (vlak, antropogeen)"
1,"welvend, terpen",1,"Curving, mounds (welvend, terpen)"
2,glooiend,2,Sloping (glooiend)
3,geaccidenteerd,3,Hilly (geaccidenteerd)
4,heuvels,4,Hills (heuvels)
127,?,6,Other
