value,description,value_rcl,description_rcl
0,water,6,Verstedelijkt landschap & water
1,Zandgebied,1,Zandgebied
2,Heuvelland,2,Heuvelland
3,Rivierengebied,3,Rivierengebied
4,Zeekleigebied,4,Zeekleigebied
5,Hoogveenontginningsgebied,5,Hoogveenontginningsgebied
6,Verstedelijkt landschap,6,Verstedelijkt landschap & water
7,Kustzone,7,Kustzone
8,Droogmakerijen,8,Droogmakerijen
9,Laagveengebied,9,Laagveengebied
