value,description,value_rcl,description_rcl
0,other,100,Other
101,Naaldhout,101,Naaldhout
102,Eik,102,Eik
103,Populier,103,Populier
104,Ov. Loofhout,104,Ov. Loofhout
105,Beuk,105,Beuk
106,lep,106,lep
107,Riet,107,Riet
108,Heide,108,Heide
109,Hakhout,109,Hakhout
110,Veen,110,Veen
111,Grienden,111,Grienden
112,Zand,112,Zand
