value,description,value_rcl,description_rcl
0,,1,Not forest or forest with unknown history
1,Bos ontstaan voor 1900,2,Bos ontstaan voor 1900
2,Bos ontstaan na 1900,3,Bos ontstaan na 1900
3,Bos op voormalige landbouwgronden,4,Bos op voormalige landbouwgronden
4,Open Natuurgebieden,5,Open Natuurgebieden
9,Bos met onbekende voorgeschiedenis,1,Not forest or forest with unknown history
