value,description,value_rcl,description_rcl
0,Other,10,Other
1,Heuvelland,1,Heuvelland
2,Zandgebied,2,Zandgebied
3,Hoogveenontginningsgebied,3,Hoogveenontginningsgebied
4,Rivierengebied,4,Rivierengebied
5,Zeekleigebied,5,Zeekleigebied
6,Laagveengebied,6,Laagveengebied
7,Droogmakerijen,7,Droogmakerijen
8,Kustzone,8,Kustzone
9,Grote wateren,9,Grote wateren
10,?,9,Grote wateren
11,?,9,Grote wateren
12,?,9,Grote wateren
13,?,9,Grote wateren
