value,description,value_rcl,description_rcl
0,outside NL,1,urban & water & unknown
1,stedelijk & infrastructuur,1,urban & water & unknown
2,natuur,2,nature
3,water,1,urban & water & unknown
4,agrarisch en stedelijk groen,3,agricultural land
