index,num.trees,mtry,min.node.size,replace,sample.fraction,splitrule,RMSE,Rsquared
FALSE,200,78,5,FALSE,0.8,variance,0.7166251445707414,0.7227952906609326
FALSE,200,78,5,FALSE,0.63,variance,0.7166506369952446,0.722670234336531
FALSE,200,65,1,FALSE,0.63,variance,0.7167164644776247,0.7227684781495133
FALSE,200,78,1,FALSE,0.5,variance,0.7167374764145233,0.722605072734736
FALSE,200,65,5,FALSE,0.5,variance,0.7168185261314879,0.7227985773506164
FALSE,200,78,1,TRUE,1,variance,0.7168221659748065,0.7227168083771144
FALSE,200,78,1,FALSE,0.8,variance,0.7170210748981568,0.7223396006435852
FALSE,200,65,3,FALSE,0.63,variance,0.7170620655083474,0.7224965775629394
FALSE,200,78,3,FALSE,0.63,variance,0.7172513719651655,0.7221723982518146
FALSE,200,78,5,TRUE,1,variance,0.7172629801455958,0.722313823740182
FALSE,200,65,3,FALSE,0.5,variance,0.7173630578587887,0.7221697124050658
FALSE,200,78,3,FALSE,0.8,variance,0.7174597616760059,0.721985374051234
FALSE,200,49,5,TRUE,1,variance,0.717593280179104,0.7226091500015017
FALSE,200,78,5,FALSE,0.5,variance,0.7178270443975949,0.721857788095862
FALSE,200,65,5,FALSE,0.63,variance,0.7178636429638238,0.7218888240669733
FALSE,200,78,3,TRUE,1,variance,0.7183083288310512,0.7215111625807457
FALSE,200,78,1,FALSE,0.63,variance,0.7183842193848494,0.7211888681883617
FALSE,200,49,5,FALSE,0.8,variance,0.718790175872378,0.7214782520478012
FALSE,200,78,3,FALSE,0.5,variance,0.7189236505972219,0.7209105512029637
FALSE,200,14,1,FALSE,0.8,variance,0.7260632709298587,0.717431239899074
FALSE,200,14,1,TRUE,1,variance,0.7266576299247072,0.71710710456179
FALSE,200,14,1,FALSE,0.63,variance,0.7269261805280528,0.7166862620637982
FALSE,200,14,3,TRUE,1,variance,0.7271314569926745,0.7167211722125741
FALSE,200,14,3,FALSE,0.5,variance,0.7278340866453163,0.7160064149884644
FALSE,200,14,5,TRUE,1,variance,0.7280291979727053,0.7162639091880668
FALSE,200,14,5,FALSE,0.8,variance,0.7280790801586967,0.7159209065880252
FALSE,200,14,3,FALSE,0.8,variance,0.7280903911634896,0.7158744673866053
FALSE,200,14,3,FALSE,0.63,variance,0.7282527186026676,0.7157807822193062
FALSE,200,14,1,FALSE,0.5,variance,0.728678499726744,0.7151850407288137
FALSE,200,14,5,FALSE,0.5,variance,0.728937666794578,0.7150970081961548
FALSE,200,14,5,FALSE,0.63,variance,0.7298782013129085,0.7144168511982921
FALSE,250,49,1,FALSE,0.8,variance,0.7134733686251795,0.7255810900728752
FALSE,250,49,3,FALSE,0.5,variance,0.71434352618638,0.7249709621091504
FALSE,250,65,1,FALSE,0.63,variance,0.714506873074975,0.7245833837729849
FALSE,250,49,1,FALSE,0.5,variance,0.7146309891223431,0.7247320087851605
FALSE,250,65,3,FALSE,0.63,variance,0.7146472576182344,0.724595406308981
FALSE,250,49,3,FALSE,0.8,variance,0.7148530028545124,0.7246253171778851
FALSE,250,65,1,FALSE,0.8,variance,0.7149811285270271,0.7241026193340653
FALSE,250,49,3,FALSE,0.63,variance,0.7149948611852066,0.7245302670887682
FALSE,250,65,1,TRUE,1,variance,0.715042536074423,0.7242436157902382
FALSE,250,49,5,FALSE,0.5,variance,0.7150883910474108,0.7245358416442055
FALSE,250,49,1,FALSE,0.63,variance,0.7151072424024243,0.7243463644397341
FALSE,250,49,5,FALSE,0.63,variance,0.7154523062832568,0.7242731217820744
FALSE,250,65,3,FALSE,0.5,variance,0.715876321689436,0.7234112143786379
FALSE,250,65,5,FALSE,0.8,variance,0.715970222488565,0.7234727168620402
FALSE,250,65,1,FALSE,0.5,variance,0.7160051268895726,0.7233096542113935
FALSE,250,49,1,TRUE,1,variance,0.7161310786206707,0.7236780526589269
FALSE,250,78,1,FALSE,0.8,variance,0.7163292208679769,0.7229566885554701
FALSE,250,78,5,TRUE,1,variance,0.7164195833228414,0.7231234032830975
FALSE,250,78,1,FALSE,0.5,variance,0.7164705635031243,0.7228081613956443
FALSE,250,65,5,FALSE,0.5,variance,0.7164790969562114,0.723046983343336
FALSE,250,65,5,TRUE,1,variance,0.716569427899184,0.7230863514050895
FALSE,250,49,3,TRUE,1,variance,0.7166474034568834,0.7233011308363286
FALSE,250,49,5,TRUE,1,variance,0.7167654743212415,0.7233628814234712
FALSE,250,78,1,FALSE,0.63,variance,0.7168142984981891,0.722431862743645
FALSE,250,65,3,TRUE,1,variance,0.7168285426699463,0.7229627634069294
FALSE,250,65,3,FALSE,0.8,variance,0.7168401956912427,0.7227164037058994
FALSE,250,65,5,FALSE,0.63,variance,0.7170087267120808,0.7227280428201954
FALSE,250,78,3,TRUE,1,variance,0.7170358801023505,0.7224631149151778
FALSE,250,78,3,FALSE,0.8,variance,0.7171231364806112,0.7223008304772661
FALSE,250,78,5,FALSE,0.8,variance,0.717249765556691,0.7222347554379349
FALSE,250,78,5,FALSE,0.5,variance,0.7173518967509971,0.7221523787450135
FALSE,250,78,1,TRUE,1,variance,0.7173531251889801,0.7222487681879959
FALSE,250,78,3,FALSE,0.5,variance,0.7174353638593816,0.7220151113248549
FALSE,250,49,5,FALSE,0.8,variance,0.7176656852326246,0.7224448636718637
FALSE,250,78,3,FALSE,0.63,variance,0.717675205843639,0.7218652623830918
FALSE,250,78,5,FALSE,0.63,variance,0.7177882656207604,0.7219064899807354
FALSE,250,14,1,FALSE,0.5,variance,0.7246498332035446,0.7185006938996592
FALSE,250,14,1,FALSE,0.63,variance,0.7264102614466781,0.7171918343219426
FALSE,250,14,1,FALSE,0.8,variance,0.7267690064380399,0.7168850276094237
FALSE,250,14,3,FALSE,0.8,variance,0.7271090954398534,0.7166185510984432
FALSE,250,14,3,FALSE,0.5,variance,0.7275319566941134,0.7163034771404545
FALSE,250,14,1,TRUE,1,variance,0.7276475675697603,0.7162837055311588
FALSE,250,14,3,TRUE,1,variance,0.7278289133811295,0.7160178660666626
FALSE,250,14,3,FALSE,0.63,variance,0.7286358229937605,0.7153108694968073
FALSE,250,14,5,FALSE,0.5,variance,0.7286359581363481,0.715556874726614
FALSE,250,14,5,FALSE,0.63,variance,0.7288794189987914,0.7152920883611836
FALSE,250,14,5,FALSE,0.8,variance,0.7296216599186426,0.7147191034053423
FALSE,250,14,5,TRUE,1,variance,0.7302378693686343,0.7142771219994465
FALSE,500,49,3,TRUE,1,variance,0.7135944804866258,0.7258117854704353
FALSE,500,49,1,TRUE,1,variance,0.7136191604130893,0.7257519076327416
FALSE,500,49,1,FALSE,0.63,variance,0.7137199380370225,0.7254221512047265
FALSE,500,65,1,FALSE,0.5,variance,0.7137947257587866,0.7250671962024053
FALSE,500,49,1,FALSE,0.5,variance,0.7139006904363592,0.7253279763959166
FALSE,500,65,1,TRUE,1,variance,0.7140177958774789,0.7252072488084101
FALSE,500,65,1,FALSE,0.63,variance,0.7145445053358139,0.7245080843324785
FALSE,500,65,3,FALSE,0.5,variance,0.7146310355357445,0.724579979518428
FALSE,500,49,3,FALSE,0.63,variance,0.7146888716094754,0.7248005625778063
FALSE,500,65,3,FALSE,0.8,variance,0.7147513796459457,0.7244383457204304
FALSE,500,78,1,FALSE,0.63,variance,0.7147997917601501,0.72411752947883
FALSE,500,49,5,FALSE,0.63,variance,0.714812484209329,0.7247323266842369
FALSE,500,49,3,FALSE,0.8,variance,0.7149143916934708,0.7245551543086414
FALSE,500,49,5,FALSE,0.8,variance,0.7149665807042698,0.7247223232923542
FALSE,500,65,5,TRUE,1,variance,0.7150026610737401,0.7244645366839579
FALSE,500,49,5,FALSE,0.5,variance,0.7150456871138288,0.7245785930933535
FALSE,500,78,1,TRUE,1,variance,0.7150655761458831,0.724142483738748
FALSE,500,65,1,FALSE,0.8,variance,0.7151588839675357,0.7240192247307696
FALSE,500,78,5,TRUE,1,variance,0.7151807546387563,0.7240466263267492
FALSE,500,49,3,FALSE,0.5,variance,0.715282621436234,0.7242665493978505
FALSE,500,65,5,FALSE,0.5,variance,0.7154030173769428,0.7239839502370646
FALSE,500,65,3,FALSE,0.63,variance,0.7155421655908502,0.7237738988890576
FALSE,500,78,1,FALSE,0.8,variance,0.7156669434956201,0.7234520920907476
FALSE,500,65,3,TRUE,1,variance,0.7156719292009481,0.7238494133383144
FALSE,500,78,3,FALSE,0.63,variance,0.7157647083177204,0.723393532961384
FALSE,500,78,3,FALSE,0.8,variance,0.7157941274221493,0.7234402200062549
FALSE,500,78,1,FALSE,0.5,variance,0.715797321805958,0.72336437593746
FALSE,500,78,3,TRUE,1,variance,0.7158142905270105,0.7235792815917997
FALSE,500,49,5,TRUE,1,variance,0.7158272667097297,0.7241319591720574
FALSE,500,78,5,FALSE,0.63,variance,0.7159452958345119,0.72328260546244
FALSE,500,78,3,FALSE,0.5,variance,0.7161377119712476,0.7231224185788474
FALSE,500,78,5,FALSE,0.8,variance,0.7165970623902381,0.7227829188659503
FALSE,500,65,5,FALSE,0.8,variance,0.7167511263566733,0.7228234120491889
FALSE,500,78,5,FALSE,0.5,variance,0.7169628317652544,0.7225635376349048
FALSE,500,65,5,FALSE,0.63,variance,0.7169729364799324,0.7227180329686853
FALSE,500,14,1,FALSE,0.63,variance,0.7250016784563316,0.718421221218226
FALSE,500,14,1,FALSE,0.5,variance,0.7251777952925469,0.7183596965595422
FALSE,500,14,1,FALSE,0.8,variance,0.7260528683711973,0.7176070041032641
FALSE,500,14,3,FALSE,0.63,variance,0.726622098798975,0.717061203110083
FALSE,500,14,3,FALSE,0.5,variance,0.7266240406805344,0.717174344766327
FALSE,500,14,3,FALSE,0.8,variance,0.7267700911016867,0.7170409365512198
FALSE,500,14,1,TRUE,1,variance,0.7273248473910716,0.7166086159012822
FALSE,500,14,5,TRUE,1,variance,0.7276650651873199,0.7164590513506269
FALSE,500,14,5,FALSE,0.5,variance,0.7280407740394338,0.7160848254449943
FALSE,500,14,5,FALSE,0.8,variance,0.7280582292521584,0.7160023260732481
FALSE,500,14,3,TRUE,1,variance,0.7281627166729979,0.7160037480297811
FALSE,500,14,5,FALSE,0.63,variance,0.7282557486921626,0.7158646895346644
FALSE,750,49,3,FALSE,0.5,variance,0.7134674232353105,0.7257735656450662
FALSE,750,65,1,FALSE,0.8,variance,0.7135178507798194,0.7253705886306877
FALSE,750,49,3,FALSE,0.8,variance,0.7136681003316208,0.7256441599921908
FALSE,750,49,1,TRUE,1,variance,0.71389312867596,0.7255880269872795
FALSE,750,65,1,FALSE,0.5,variance,0.7139260802135678,0.7250530977172267
FALSE,750,65,3,FALSE,0.63,variance,0.713967859444198,0.725073819838371
FALSE,750,49,1,FALSE,0.5,variance,0.7141544132072778,0.7251347077347022
FALSE,750,49,3,TRUE,1,variance,0.7141585311474996,0.7254162355901388
FALSE,750,78,1,TRUE,1,variance,0.7141612273469158,0.724898219225192
FALSE,750,65,1,FALSE,0.63,variance,0.7142463100295153,0.7247964327080524
FALSE,750,65,3,TRUE,1,variance,0.7142712220399499,0.7249969613907148
FALSE,750,65,1,TRUE,1,variance,0.7142923045294516,0.724903750132345
FALSE,750,49,3,FALSE,0.63,variance,0.7143687325051931,0.7250952618118904
FALSE,750,65,3,FALSE,0.8,variance,0.7143762500136328,0.7247558450026976
FALSE,750,49,5,TRUE,1,variance,0.7150249967283244,0.7248099036753178
FALSE,750,65,3,FALSE,0.5,variance,0.7150774005468288,0.7241538838358871
FALSE,750,65,5,TRUE,1,variance,0.7151323319499738,0.7243655020362891
FALSE,750,78,1,FALSE,0.8,variance,0.71520202248095055,0.7238222627815991
FALSE,750,78,3,FALSE,0.8,variance,0.715288446563092,0.7237827093111451
FALSE,750,78,1,FALSE,0.63,variance,0.715374742953007,0.7237079737632717
FALSE,750,49,5,FALSE,0.8,variance,0.7154287041949308,0.7243125502431974
FALSE,750,65,5,FALSE,0.5,variance,0.7155229523965537,0.7238392968798424
FALSE,750,49,5,FALSE,0.5,variance,0.7155380088332055,0.7242408708190958
FALSE,750,78,1,FALSE,0.5,variance,0.7156338404487482,0.7234713508145126
FALSE,750,78,3,FALSE,0.5,variance,0.7158674494249051,0.7233457126862343
FALSE,750,65,5,FALSE,0.63,variance,0.7158691379933941,0.7236428909333424
FALSE,750,49,5,FALSE,0.63,variance,0.7159057095779926,0.7238925648214545
FALSE,750,78,3,TRUE,1,variance,0.7159161202043612,0.7234482149684917
FALSE,750,78,5,TRUE,1,variance,0.7160187158352417,0.7234412284935883
FALSE,750,78,3,FALSE,0.63,variance,0.7163188340509765,0.7229699797939634
FALSE,750,65,5,FALSE,0.8,variance,0.7163323776469029,0.7233061686466734
FALSE,750,78,5,FALSE,0.5,variance,0.7164493344758803,0.7229125424690873
FALSE,750,78,5,FALSE,0.63,variance,0.7165659235133601,0.7228327705853682
FALSE,750,78,5,FALSE,0.8,variance,0.7169234514395794,0.7225617898107513
FALSE,750,14,1,FALSE,0.8,variance,0.7251972685266881,0.7181895147235653
FALSE,750,14,1,FALSE,0.5,variance,0.7253522979685795,0.7180560201183872
FALSE,750,14,1,FALSE,0.63,variance,0.7254795575737738,0.7179920315761351
FALSE,750,14,1,TRUE,1,variance,0.7259746994925804,0.717793628676592
FALSE,750,14,3,FALSE,0.5,variance,0.7268154902573466,0.7170134959669421
FALSE,750,14,3,FALSE,0.8,variance,0.7269833669121484,0.7168947368241833
FALSE,750,14,3,FALSE,0.63,variance,0.7271191807635936,0.7167803860423619
FALSE,750,14,3,TRUE,1,variance,0.727242366566784,0.7168243973737315
FALSE,750,14,5,TRUE,1,variance,0.7273137659072613,0.7167768241030436
FALSE,750,14,5,FALSE,0.5,variance,0.7276956186434685,0.7164643768473672
FALSE,750,14,5,FALSE,0.63,variance,0.7282700104538109,0.7159073366606074
FALSE,750,14,5,FALSE,0.8,variance,0.7284788424839309,0.7157693067896227
FALSE,1000,65,1,FALSE,0.5,variance,0.7134501556675008,0.7254101148510012
FALSE,1000,49,1,FALSE,0.5,variance,0.7134951011422922,0.7257218356168272
FALSE,1000,49,3,FALSE,0.8,variance,0.7136580966157005,0.7256709640559686
FALSE,1000,49,1,FALSE,0.8,variance,0.7136809914517345,0.7256013275131367
FALSE,1000,49,3,TRUE,1,variance,0.7137867851998109,0.7257575860475207
FALSE,1000,65,1,FALSE,0.8,variance,0.7138519473375907,0.7250848725950554
FALSE,1000,49,3,FALSE,0.5,variance,0.7139774355766701,0.7253842782213102
FALSE,1000,65,1,FALSE,0.63,variance,0.7140130089495691,0.7249539747130809
FALSE,1000,65,3,FALSE,0.63,variance,0.7144060317822416,0.7247042350761969
FALSE,1000,65,3,FALSE,0.8,variance,0.7144750432617242,0.72468358509382
FALSE,1000,65,3,TRUE,1,variance,0.7144920933787174,0.7248014507328424
FALSE,1000,65,1,TRUE,1,variance,0.714688859667326,0.7246237749283773
FALSE,1000,65,3,FALSE,0.5,variance,0.7148766946429577,0.7243788264565874
FALSE,1000,65,5,FALSE,0.8,variance,0.7148964084724693,0.7244366802295528
FALSE,1000,49,5,TRUE,1,variance,0.7149749603107848,0.7248465454173602
FALSE,1000,78,3,FALSE,0.5,variance,0.7150299614719782,0.7240524659369169
FALSE,1000,78,3,FALSE,0.63,variance,0.7150875223891557,0.7239395985170965
FALSE,1000,49,5,FALSE,0.8,variance,0.7151300153907892,0.7245257337910356
FALSE,1000,78,3,TRUE,1,variance,0.7151407350489146,0.72412586027505
FALSE,1000,49,5,FALSE,0.5,variance,0.7151958056165545,0.7244644204150139
FALSE,1000,78,1,FALSE,0.8,variance,0.7152707336153641,0.7237799904691526
FALSE,1000,78,1,TRUE,1,variance,0.7152783178014036,0.7239355715383741
FALSE,1000,78,1,FALSE,0.5,variance,0.7154788745758248,0.7235913968337139
FALSE,1000,65,5,TRUE,1,variance,0.715482630014202,0.7240763847589645
FALSE,1000,78,3,FALSE,0.8,variance,0.7155431141911798,0.7236223421293724
FALSE,1000,78,1,FALSE,0.63,variance,0.7155696126293514,0.723540241415047
FALSE,1000,49,5,FALSE,0.63,variance,0.7156139367959663,0.7241484903229622
FALSE,1000,65,5,FALSE,0.63,variance,0.7156854932887207,0.7237485469089625
FALSE,1000,65,5,FALSE,0.5,variance,0.7157351986514966,0.7237204004776129
FALSE,1000,78,5,TRUE,1,variance,0.7160325686846738,0.7234844819983359
FALSE,1000,78,5,FALSE,0.8,variance,0.7162631432108161,0.7231041383383958
FALSE,1000,78,5,FALSE,0.63,variance,0.7163800012213378,0.7230313105216053
FALSE,1000,78,5,FALSE,0.5,variance,0.7170584207872095,0.7224578940939618
FALSE,1000,14,1,FALSE,0.8,variance,0.7244086859893325,0.7189272646561417
FALSE,1000,14,1,FALSE,0.5,variance,0.7244461654629948,0.7188705454076538
FALSE,1000,14,1,FALSE,0.63,variance,0.7254287404694258,0.7180598329495347
FALSE,1000,14,3,FALSE,0.5,variance,0.7261596495971454,0.7175104925814201
FALSE,1000,14,3,FALSE,0.63,variance,0.7262435192385712,0.7174648482330142
FALSE,1000,14,1,TRUE,1,variance,0.7263484151039388,0.7175710690652577
FALSE,1000,14,3,FALSE,0.8,variance,0.726793016525374,0.7169591112209006
FALSE,1000,14,3,TRUE,1,variance,0.7272895967487356,0.7168125889157968
FALSE,1000,14,5,TRUE,1,variance,0.7276370631850165,0.7165636197523219
FALSE,1000,14,5,FALSE,0.63,variance,0.7278567115656155,0.716180616774146
FALSE,1000,14,5,FALSE,0.8,variance,0.7279363908416814,0.7161653633028433
FALSE,1000,14,5,FALSE,0.5,variance,0.7281300631722851,0.7160525645291586
