value,description,value_rcl,description_rcl
0,Other,31,Other
1,Other,31,Other
2,yl,2,yl
3,dl,3,dl
4,ydl,4,ydl
5,ydc,5,ydc
6,yov,6,yov
7,yd,7,yd
8,x,8,x
9,yo,9,yo
10,ys,10,ys
11,ykd,11,ykd
12,v,12,v
13,d,13,d
14,gd,14,gd
15,yms,15,yms
16,ov,16,ov
17,k,17,k
18,w,18,w
19,i,19,i
20,dyc,20,dyc
21,kv,31,Other
22,tyd,31,Other
23,yc,23,yc
24,dw,31,Other
25,ms,25,ms
26,s,31,Other
27,r,27,r
28,rd,28,rd
29,ytd,29,ytd
30,l,30,l
