value,description,value_rcl,description_rcl
16,"1M38  Aanwasvlakte, relatief laaggelegen",11,1M
24,1M35  Vlakte van getij-afzettingen,11,1M
55,1M46  Ontgonnen veenvlakte (+/- klei/zand),11,1M
63,1M30  Moerassige vlakte,11,1M
64,1M33  Vlakte van zee-of meerbodemafzettingen,11,1M
109,"1M41  Strandvlakte, strandplaat of slik",11,1M
111,1M24  Beekoverstromingsvlakte,11,1M
174,1M23  Rivierkomvlakte,11,1M
199,1M48  Vlakte ontstaan door afgraving of egalisatie,11,1M
202,1M47  Ontgonnen veenvlakte met petgaten,11,1M
224,1M49  Afgegraven/geegaliseerde duinen/strandwallen,11,1M
275,"1M39  Aanwasvlakte, relatief hoogggelegen",11,1M
281,1M18b Terrasvlakte (geen overstromingsmateriaal),11,1M
299,1M18a Terrasvlakte (met overstromingsmateriaal),11,1M
50,"1R1   Dalvormige laagte, met veen",12,1R
97,1R4   Beekdalbodem met veen,12,1R
70,2K34  Getij-oeverwal,21,2K
253,"2K20  Laag rivierduin, ten dele begraven (donk)",21,2K
239,2L19 Welvingen in meerbodemafzettingen,22,2L1
1,"2M39  Aanwasvlakte, rel hooggel.",23,2M
6,"2M41  Strandvlakte, zandplaat of slik (+/- duinen)",23,2M
12,2M49  Afgegraven/geegaliseerde duinen/strandwallen,23,2M
13,2M40  Ingesloten strandvlakte (+/- vervlakte duinen),23,2M
15,2M35  Vlakte van getij-afzettingen,23,2M
29,2M48  Vlakte ontstaan door afgraving of egalisatie,23,2M
31,"2M38  Aanwasvlakte, rel. laaggel.",23,2M
36,2M32 Zeeboezemvlakte,23,2M
40,2M3   Grondmorenevlakte,23,2M
45,2M46  Ontgonnen veenvlakte (+/- klei/zand),23,2M
46,2M34  Vlakte van getij-riviermondafzettingen,23,2M
48,2M13  Dekzandvlakte,23,2M
49,2M14  Vlakte van ten dele verspoelde dekzanden (vervlakt door veen en/of overstromingsmateriaal),23,2M
51,2M47  Ontgonnen veenvlakte met petgaten,23,2M
66,2M30  Moerassige vlakte,23,2M
69,"2M44  Veenkoloniale ontginningsvlakte, rel. laaggelegen",23,2M
79,2M22  Rivierkom en overwalachtige vlakte,23,2M
80,2M10  Vlakte van ten dele verspoelde dekzanden/loss (laag),23,2M
84,2M33  Vlakte van zee-of meerbodemafzettingen,23,2M
89,"2M4   Vlakte van grondmorene (+/- welvingen, dekzand, rel. laag)",23,2M
90,"2M45  Veenkoloniale ontginningsvlakte, rel. hooggelegen",23,2M
91,2M9   Vlakte van ten dele verspoelde dekzanden,23,2M
115,"2M5   Vlakte van grondmorene (+/- welvingen, dekzand, rel. hoog)",23,2M
120,2M29  Vlakte van doorbraakafzettingen,23,2M
130,2M24  Beekoverstromingsvlakte,23,2M
132,2M43  Abrasievlakte,23,2M
137,2M36  Vlakte van getijafzettingen (met veenresten),23,2M
150,2M35  Vlakte van getij-afzettingen,23,2M
151,2M6   Vlakte van smeltwaterafzettingen (sandr),23,2M
153,2M8   Vlakte van sneeuwsmeltwaterafzettingen (+dekzand),23,2M
159,2M15  Gordeldekzandvlakte,23,2M
172,"2M26  Vlakte in uiterwaard, rel. laaggelegen",23,2M
182,2M50  Veenrestvlakte,23,2M
196,2M7   Vlakte van sneeuwsmeltwaterafzettingen,23,2M
210,2M31  Binnendelta-vlakte (+/- klei/zand),23,2M
211,2M25  Rivierkomvlakte,23,2M
217,2M1   Vereffeningsrestvlakte (+/- dekzand),23,2M
218,2M52  Vlakte van meeropvulling bedekt met klei,23,2M
221,2M16 Stuifzandvlakte,23,2M
249,2M2   Grondmorenevlakte,23,2M
252,2M27  Vlakte in uiterwaard. Rel. hooggelegen,23,2M
277,2M23  Rivierkomvlakte,23,2M
288,2M17  Terrasvlakte,23,2M
291,2M18b Terrasvlakte,23,2M
295,2M18a Terrasvlakte,23,2M
300,2M35  Vlakte van getij-afzettingen,23,2M
323,2M19  Terrasafzettingsvlakte,23,2M
324,2M20  Terrasafzettingsvlakte,23,2M
340,2M51  Vlakte van plaatselijke gemoerde getijafzettingen,23,2M
19,2R13/14 Getijkreekbedding/zee-erosiegeul,24,2R
20,2R13  Getij-kreekbedding,24,2R
22,2R11  Geul van meanderend afwateringsstelsel,24,2R
34,2R14  Zee-erosiegeul,24,2R
62,"2R2   Dalvormige laagte, zonder veen",24,2R
74,"2R1   Dalvormige laagte, met veen",24,2R
78,2R4   Beekdalbodem met veen,24,2R
85,"2R5   Beekdalbodem, zonder veen, rel. laaggelegen",24,2R
87,2R3   Droog dal (+/-dekzand/loss),24,2R
170,2R12  Overloopgeul,24,2R
