value,description,value_rcl,description_rcl
0,??,6,Other
1,Vanaf ca. 1850 - heden (Antropoceen).,1,Vanaf ca. 1850 - heden (Antropoceen).
2,Holoceen,2,Holoceen
3,Laat-Pleistoceen,3,Laat-Pleistoceen
4,Vroeg- en Midden- Pleistoceen,4,Vroeg- en Midden- Pleistoceen
5,Pre-Pleistoceen,5,Pre-Pleistoceen
