value,description,value_rcl,description_rcl
0,??,99,Unknown
1,E5,1,E5
2,A2,2,A2
3,W,3,W
4,M4,4,M4
5,M1,5,M1
6,M6,6,M6
7,M5,7,M5
8,M2,8,M2
9,A1,9,A1
10,E4,10,E4
11,F1,11,F1
12,G2,12,G2
13,M3,13,M3
14,F2,14,F2
15,V,15,V
16,F4,16,F4
17,E3,17,E3
18,F6,18,F6
19,G1,19,G1
20,F5,20,F5
21,D2,21,D2
22,G3,22,G3
23,G4,23,G4
24, ,99,Unknown
25,G5,25,G5
26,E2,26,E2
27,F3,27,F3
28,D1,28,D1
29,E1,29,E1
