value,description,value_rcl,description_rcl
78,3K7,35,3K
81,3K6,35,3K
86,3K18,35,3K
112,3K15,35,3K
127,3K16,35,3K
128,3K20,35,3K
139,3K9,35,3K
141,3K19,35,3K
146,3K24,35,3K
160,3K36,35,3K
182,3K2,35,3K
183,3K25,35,3K
192,3K5,35,3K
202,3K11,35,3K
203,3K8,35,3K
211,3K3,35,3K
218,3K1,35,3K
230,3K17,35,3K
246,3K10,35,3K
253,3K35,35,3K
264,3K23,35,3K
267,3K26,35,3K
277,3K38,35,3K
283,3K39,35,3K
289,3K22,35,3K
332,3K37,35,3K
349,3K13,35,3K
437,3K21,35,3K
1,3L7,36,3L
8,3L11,36,3L
22,3L24,36,3L
43,3L2,36,3L
55,3L10,36,3L
65,3L5,36,3L
67,3L22,36,3L
96,3L8,36,3L
100,3L9,36,3L
101,3L20,36,3L
109,3L6,36,3L
122,3L2a,36,3L
133,3L18,36,3L
142,3L21,36,3L
166,3L1,36,3L
179,3L3,36,3L
217,3L15,36,3L
221,3L2b,36,3L
231,3L14,36,3L
256,3L19,36,3L
260,3L4,36,3L
268,3L23,36,3L
271,3L16,36,3L
281,3L16b,36,3L
284,3L16a,36,3L
298,3L17,36,3L
310,3L7c,36,3L
312,3L27,36,3L
314,3L7b,36,3L
334,3L28,36,3L
351,3L12a,36,3L
384,3L12,36,3L
398,3L26,36,3L
429,3L30,36,3L
443,3L20a,36,3L
444,3L25,36,3L
25,3N8,37,3N
28,3N5,37,3N
48,3N20,37,3N
50,3N9,37,3N
61,3N10,37,3N
72,3N4,37,3N
92,3N3,37,3N
93,3N11,37,3N
120,3N7,37,3N
446,3N12,37,3N
113,3R5,38,3R
129,3R3,38,3R
168,3R7,38,3R
194,3R11,38,3R
259,3R6,38,3R
323,3R13,38,3R
124,3S3,39,3S
172,3S1,39,3S
297,3S5,39,3S
308,3S4,39,3S
390,3S6,39,3S
421,3S7,39,3S
361,3T5,390,3T
362,3T2,390,3T
377,3T4,390,3T
411,3T3,390,3T
418,3T1,390,3T
378,4E11a,41,4E
380,4E9a,41,4E
19,4F12,42,4F
115,4F8,42,4F
137,4F9,42,4F
207,4F5,42,4F
305,4F7,42,4F
321,4F4,42,4F
345,4F2,42,4F
346,4F3,42,4F
356,4F1,42,4F
432,4F14,42,4F
102,4G3,43,4G
255,4G5,43,4G
317,4G7,43,4G
77,4H3,44,4H
85,4H13,44,4H
111,4H11,44,4H
114,4H9,44,4H
157,4H4,44,4H
195,4H5,44,4H
216,4H2,44,4H
229,4H8,44,4H
244,4H7,44,4H
300,4H6,44,4H
301,4H16,44,4H
325,4H14,44,4H
399,4H10a,44,4H
401,4H10,44,4H
414,4H1,44,4H
447,4H15,44,4H
2,4K21,45,4K
20,4K28,45,4K
40,4K31,45,4K
60,4K6,45,4K
79,4K14,45,4K
84,4K1,45,4K
125,4K16,45,4K
131,4K2,45,4K
132,4K20,45,4K
144,4K9,45,4K
145,4K19,45,4K
148,4K24,45,4K
154,4K3,45,4K
155,4K8,45,4K
158,4K18,45,4K
167,4K10,45,4K
210,4K11,45,4K
223,4K36,45,4K
238,4K5,45,4K
239,4K17,45,4K
240,4K12,45,4K
251,4K35,45,4K
252,4K7,45,4K
258,4K25,45,4K
272,4K23,45,4K
275,4K39,45,4K
307,4K26,45,4K
315,4K33,45,4K
383,4K13,45,4K
395,4K4,45,4K
442,4K34,45,4K
7,4L7,46,4L
73,4L22,46,4L
98,4L8,46,4L
121,4L9,46,4L
162,4L5,46,4L
164,4L21,46,4L
200,4L15,46,4L
212,4L14,46,4L
287,4L7b,46,4L
288,4L7c,46,4L
347,4L3,46,4L
441,4L11,46,4L
31,4N4,47,4N
33,4N5,47,4N
118,4N8,47,4N
119,4N6,47,4N
209,4N2,47,4N
227,4N3,47,4N
407,5E9a,51,5E
80,5F12,52,5F
265,5F4,52,5F
313,5F13,52,5F
448,5F6,52,5F
190,5G1,53,5G
228,5G3,53,5G
303,5G2,53,5G
370,5G5,53,5G
184,5H4,54,5H
198,5H7,54,5H
220,5H5,54,5H
235,5H6,54,5H
269,5H2,54,5H
282,5H9,54,5H
352,5H15,54,5H
445,5H3,54,5H
431,6F12,61,6F
266,6G1,62,6G
270,6G2,62,6G
181,6H7,63,6H
396,6H15,63,6H
169,7D2,71,7D
326,7D3,71,7D
371,7D4,71,7D
403,7D5,71,7D
232,8D2,81,8D
365,8D5,81,8D
381,8D4,81,8D
433,8D3,81,8D
337,9D5,91,9D
406,9D4,91,9D
422,9D1,91,9D
0,??,999,Unknown
3,W,999,Unknown
15,T,999,Unknown
24,Beb,999,Unknown
26,D1,999,Unknown
30,Recr,999,Unknown
34,D3,999,Unknown
59,Db,999,Unknown
82,Vv,999,Unknown
99,D2,999,Unknown
130,vib,999,Unknown
161,Hw,999,Unknown
175,10,999,Unknown
189,7.00E+03,999,Unknown
193,6.00E+03,999,Unknown
213,40,999,Unknown
234,5.00E+03,999,Unknown
237,42,999,Unknown
243,4.00E+03,999,Unknown
247,41,999,Unknown
293,AVELD,999,Unknown
304,3.00E+09,999,Unknown
324,Recrea,999,Unknown
336,8.00E+06,999,Unknown
341,5.00E+10,999,Unknown
350,9.00E+05,999,Unknown
353,9.00E+06,999,Unknown
354,6.00E+07,999,Unknown
355,8.00E+05,999,Unknown
360,4.00E+09,999,Unknown
367,3.00E+10,999,Unknown
368,5.00E+09,999,Unknown
369,3.00E+11,999,Unknown
376,5.00E+11,999,Unknown
379,7.00E+02,999,Unknown
382,7.00E+06,999,Unknown
386,6.00E+06,999,Unknown
387,6.00E+05,999,Unknown
388,5.00E+06,999,Unknown
391,4.00E+11,999,Unknown
392,5.00E+07,999,Unknown
397,4.00E+10,999,Unknown
402,6.00E+12,999,Unknown
404,5.00E+05,999,Unknown
405,7.00E+07,999,Unknown
409,8.00E+02,999,Unknown
410,7.00E+08,999,Unknown
412,6.00E+11,999,Unknown
413,6.00E+10,999,Unknown
415,6.00E+01,999,Unknown
416,7.00E+01,999,Unknown
417,5.00E+08,999,Unknown
423,3.00E+05,999,Unknown
425,6.00E+08,999,Unknown
426,8.00E+13,999,Unknown
427,6.00E+02,999,Unknown
428,9.00E+13,999,Unknown
